starter_word,failed,tries_6,tries_5,tries_4,tries_3,tries_2,tries_1,total_games,success_rate,avg_tries
COURT,0,1,5,20,23,1,0,50,100.0,3.64
PRONE,0,0,4,26,18,2,0,50,100.0,3.64
PROSE,0,0,7,19,23,1,0,50,100.0,3.64
GOLEM,0,0,5,26,18,0,1,50,100.0,3.68
METAL,0,0,7,20,23,0,0,50,100.0,3.68
PANEL,0,0,3,30,15,2,0,50,100.0,3.68
PARTY,0,1,5,22,21,1,0,50,100.0,3.68
PLATE,0,0,5,25,19,1,0,50,100.0,3.68
POLAR,0,0,5,27,15,3,0,50,100.0,3.68
TORCH,0,0,6,24,18,2,0,50,100.0,3.68
TRACK,0,0,6,25,16,3,0,50,100.0,3.68
CORNY,0,1,5,23,20,1,0,50,100.0,3.7
CRAVE,0,0,4,27,19,0,0,50,100.0,3.7
PEDAL,0,0,3,30,16,1,0,50,100.0,3.7
PROVE,0,0,9,19,20,2,0,50,100.0,3.7
RESIN,0,0,8,20,21,1,0,50,100.0,3.7
SCRUM,0,1,8,18,21,2,0,50,100.0,3.7
SPACE,0,0,4,28,17,1,0,50,100.0,3.7
TRADE,0,0,7,23,18,2,0,50,100.0,3.7
TRICE,0,0,7,24,16,3,0,50,100.0,3.7
ARGUE,0,1,6,22,20,1,0,50,100.0,3.72
BRUTE,0,1,3,29,15,2,0,50,100.0,3.72
CRANK,0,0,7,24,17,2,0,50,100.0,3.72
CRONE,0,0,6,25,18,1,0,50,100.0,3.72
DREAM,0,0,6,27,14,3,0,50,100.0,3.72
ERUPT,0,1,7,21,19,2,0,50,100.0,3.72
IRATE,0,1,3,27,19,0,0,50,100.0,3.72
MADLY,0,1,6,24,16,3,0,50,100.0,3.72
MOIST,0,1,6,25,15,2,1,50,100.0,3.72
RECAP,0,1,5,26,15,3,0,50,100.0,3.72
ROUSE,0,0,7,24,17,2,0,50,100.0,3.72
SUITE,0,0,5,27,17,1,0,50,100.0,3.72
TEARY,0,1,4,27,16,2,0,50,100.0,3.72
TIMER,0,1,3,27,19,0,0,50,100.0,3.72
TRACE,0,2,7,18,21,2,0,50,100.0,3.72
TRASH,0,1,4,25,20,0,0,50,100.0,3.72
TRIAD,0,0,7,23,19,1,0,50,100.0,3.72
TROPE,0,1,4,27,17,0,1,50,100.0,3.72
COUNT,0,1,6,23,19,1,0,50,100.0,3.74
COVET,0,0,5,28,16,1,0,50,100.0,3.74
CRATE,0,2,6,21,19,2,0,50,100.0,3.74
DRONE,0,0,7,25,16,2,0,50,100.0,3.74
FRANK,0,0,4,30,15,1,0,50,100.0,3.74
IMPEL,0,0,5,28,16,1,0,50,100.0,3.74
LOUSE,0,1,6,24,17,2,0,50,100.0,3.74
MOUNT,0,1,6,24,17,2,0,50,100.0,3.74
MOVIE,0,1,6,24,17,2,0,50,100.0,3.74
NURSE,0,1,9,20,16,4,0,50,100.0,3.74
OVERT,0,0,5,29,14,2,0,50,100.0,3.74
PAINT,0,1,4,29,13,3,0,50,100.0,3.74
PHASE,0,1,4,26,19,0,0,50,100.0,3.74
POINT,0,1,6,24,17,2,0,50,100.0,3.74
PRIME,0,1,4,27,17,1,0,50,100.0,3.74
PRIOR,0,1,8,21,17,3,0,50,100.0,3.74
PROUD,0,1,6,24,17,2,0,50,100.0,3.74
PRUNE,0,1,3,31,13,1,1,50,100.0,3.74
SPARE,0,1,6,23,19,1,0,50,100.0,3.74
SPIEL,0,1,6,23,19,1,0,50,100.0,3.74
SPITE,0,0,5,28,16,1,0,50,100.0,3.74
TOPIC,0,1,5,26,16,2,0,50,100.0,3.74
BASTE,0,0,8,22,20,0,0,50,100.0,3.76
CAMEL,0,1,7,23,17,2,0,50,100.0,3.76
CHUTE,0,0,7,25,17,1,0,50,100.0,3.76
CREAM,0,2,5,27,12,3,1,50,100.0,3.76
DATUM,0,1,6,24,18,1,0,50,100.0,3.76
GRACE,0,2,6,20,22,0,0,50,100.0,3.76
MORAL,0,0,6,27,16,1,0,50,100.0,3.76
MOULT,0,1,9,20,17,3,0,50,100.0,3.76
MOURN,0,1,7,21,21,0,0,50,100.0,3.76
MOUSE,0,0,9,23,15,3,0,50,100.0,3.76
PATCH,0,0,7,25,17,1,0,50,100.0,3.76
PEACH,0,1,7,24,15,3,0,50,100.0,3.76
PLANT,0,1,5,27,15,2,0,50,100.0,3.76
POISE,0,0,7,25,17,1,0,50,100.0,3.76
PRICE,0,1,8,23,14,4,0,50,100.0,3.76
PROWL,0,1,4,28,16,1,0,50,100.0,3.76
PSALM,0,0,8,22,20,0,0,50,100.0,3.76
RUSTY,0,2,3,26,19,0,0,50,100.0,3.76
SCOPE,0,0,5,29,15,1,0,50,100.0,3.76
SHARP,0,1,6,24,18,1,0,50,100.0,3.76
SLOPE,0,0,6,27,16,1,0,50,100.0,3.76
SOLAR,0,1,4,28,16,1,0,50,100.0,3.76
SPATE,0,0,6,26,18,0,0,50,100.0,3.76
SPLAT,0,1,7,22,19,1,0,50,100.0,3.76
TAPER,0,0,5,29,15,1,0,50,100.0,3.76
TEMPO,0,0,7,25,17,1,0,50,100.0,3.76
TRACT,0,1,5,26,17,1,0,50,100.0,3.76
TROOP,0,1,6,24,18,1,0,50,100.0,3.76
WORST,0,0,5,29,15,1,0,50,100.0,3.76
CADET,0,1,6,26,15,2,0,50,100.0,3.78
CAMEO,0,1,7,24,16,2,0,50,100.0,3.78
CANOE,0,1,6,24,19,0,0,50,100.0,3.78
CAPER,0,0,6,28,15,1,0,50,100.0,3.78
CARVE,0,0,5,29,16,0,0,50,100.0,3.78
CAUSE,0,2,6,22,19,1,0,50,100.0,3.78
CEDAR,0,1,5,28,14,2,0,50,100.0,3.78
COAST,0,1,6,24,19,0,0,50,100.0,3.78
COVER,0,0,6,27,17,0,0,50,100.0,3.78
CREPE,0,2,7,22,16,3,0,50,100.0,3.78
CREPT,0,1,6,26,16,0,1,50,100.0,3.78
CREST,0,0,7,26,16,1,0,50,100.0,3.78
CRIMP,0,1,6,26,15,2,0,50,100.0,3.78
CRISP,0,0,7,26,16,1,0,50,100.0,3.78
CURSE,0,2,7,21,18,2,0,50,100.0,3.78
DOWEL,0,0,8,23,19,0,0,50,100.0,3.78
LEAPT,0,0,5,31,12,2,0,50,100.0,3.78
MAPLE,0,0,6,27,17,0,0,50,100.0,3.78
MEDAL,0,0,7,27,14,2,0,50,100.0,3.78
MERCY,0,1,7,23,18,1,0,50,100.0,3.78
MODEL,0,0,10,21,17,2,0,50,100.0,3.78
MOLAR,0,0,7,26,16,1,0,50,100.0,3.78
MURAL,0,1,7,22,20,0,0,50,100.0,3.78
PAUSE,0,1,9,21,16,3,0,50,100.0,3.78
PEARL,0,2,6,22,19,1,0,50,100.0,3.78
PINTO,0,2,5,25,16,2,0,50,100.0,3.78
PLACE,0,1,7,23,18,1,0,50,100.0,3.78
POKER,0,0,9,24,14,3,0,50,100.0,3.78
QUOTE,0,1,6,25,17,1,0,50,100.0,3.78
RADIO,0,0,7,26,16,1,0,50,100.0,3.78
REACH,0,0,5,31,12,2,0,50,100.0,3.78
ROUND,0,2,5,24,18,1,0,50,100.0,3.78
ROUTE,0,1,2,33,13,1,0,50,100.0,3.78
SAINT,0,1,5,27,16,1,0,50,100.0,3.78
SCOUR,0,0,10,21,17,2,0,50,100.0,3.78
SINCE,0,1,6,26,15,2,0,50,100.0,3.78
SMITE,0,1,6,27,13,3,0,50,100.0,3.78
SPELT,0,0,5,29,16,0,0,50,100.0,3.78
SPORT,0,0,8,25,15,2,0,50,100.0,3.78
SPURT,0,0,8,25,15,2,0,50,100.0,3.78
START,0,2,3,27,18,0,0,50,100.0,3.78
SYRUP,0,0,10,20,19,1,0,50,100.0,3.78
TALON,0,1,6,25,17,1,0,50,100.0,3.78
TEPID,0,1,5,28,14,2,0,50,100.0,3.78
TREAT,0,1,6,25,17,1,0,50,100.0,3.78
TREND,0,0,5,30,14,1,0,50,100.0,3.78
TROUT,0,1,8,21,19,1,0,50,100.0,3.78
TROVE,0,0,4,32,13,1,0,50,100.0,3.78
TRUST,0,0,10,21,17,2,0,50,100.0,3.78
ACUTE,0,1,4,30,14,1,0,50,100.0,3.8
BREAD,0,0,7,27,15,1,0,50,100.0,3.8
CATER,0,1,6,25,18,0,0,50,100.0,3.8
CHORE,0,0,7,26,17,0,0,50,100.0,3.8
CHOSE,0,0,6,28,16,0,0,50,100.0,3.8
CLOSE,0,1,6,25,18,0,0,50,100.0,3.8
CRAMP,0,0,8,27,13,1,1,50,100.0,3.8
CRANE,0,2,7,20,21,0,0,50,100.0,3.8
CRYPT,0,1,9,20,19,1,0,50,100.0,3.8
DISCO,0,1,8,23,16,2,0,50,100.0,3.8
DONUT,0,1,6,25,18,0,0,50,100.0,3.8
ENACT,0,1,6,25,18,0,0,50,100.0,3.8
FARCE,0,2,2,30,16,0,0,50,100.0,3.8
FORTY,0,1,3,32,13,1,0,50,100.0,3.8
LABOR,0,1,3,31,15,0,0,50,100.0,3.8
LAPSE,0,1,5,27,17,0,0,50,100.0,3.8
LOSER,0,0,7,26,17,0,0,50,100.0,3.8
MANOR,0,0,8,24,18,0,0,50,100.0,3.8
MATEY,0,1,8,23,16,2,0,50,100.0,3.8
MEANT,0,1,6,26,16,1,0,50,100.0,3.8
MONTH,0,0,7,27,15,1,0,50,100.0,3.8
PARRY,0,1,9,19,21,0,0,50,100.0,3.8
PEACE,0,0,8,27,12,3,0,50,100.0,3.8
PERKY,0,0,10,22,16,2,0,50,100.0,3.8
PITCH,0,0,7,27,15,1,0,50,100.0,3.8
PLANK,0,0,10,21,18,1,0,50,100.0,3.8
PRICK,0,0,11,20,17,2,0,50,100.0,3.8
PRIDE,0,1,8,23,16,2,0,50,100.0,3.8
PRIMO,0,1,8,22,18,1,0,50,100.0,3.8
RAMEN,0,0,6,28,16,0,0,50,100.0,3.8
RETCH,0,0,8,25,16,1,0,50,100.0,3.8
ROACH,0,1,3,32,13,1,0,50,100.0,3.8
SALTY,0,2,3,29,15,1,0,50,100.0,3.8
SCONE,0,1,5,27,17,0,0,50,100.0,3.8
SOLID,0,0,10,21,18,1,0,50,100.0,3.8
SOLVE,0,0,5,31,13,1,0,50,100.0,3.8
SPARK,0,1,8,22,18,1,0,50,100.0,3.8
SPICE,0,0,7,27,15,1,0,50,100.0,3.8
STAMP,0,0,7,26,17,0,0,50,100.0,3.8
STORM,0,0,6,30,12,2,0,50,100.0,3.8
STORY,0,0,9,25,14,1,1,50,100.0,3.8
SUPER,0,0,14,15,18,3,0,50,100.0,3.8
TAPIR,0,0,10,22,16,2,0,50,100.0,3.8
TARDY,0,1,5,27,17,0,0,50,100.0,3.8
TITLE,0,1,5,29,13,2,0,50,100.0,3.8
TOTEM,0,1,6,25,18,0,0,50,100.0,3.8
TRAIL,0,1,9,20,19,1,0,50,100.0,3.8
TRIPE,0,1,7,24,17,1,0,50,100.0,3.8
TRYST,0,1,6,25,18,0,0,50,100.0,3.8
VALET,0,0,7,29,11,3,0,50,100.0,3.8
VOICE,0,0,10,21,18,1,0,50,100.0,3.8
CHASE,0,1,7,25,16,1,0,50,100.0,3.82
CHORD,0,0,11,22,14,3,0,50,100.0,3.82
COWER,0,1,4,30,15,0,0,50,100.0,3.82
CRAFT,0,1,4,30,15,0,0,50,100.0,3.82
CREAK,0,0,7,29,12,2,0,50,100.0,3.82
DECRY,0,2,6,25,15,2,0,50,100.0,3.82
DENIM,0,1,5,29,14,1,0,50,100.0,3.82
DEPOT,0,0,6,31,11,2,0,50,100.0,3.82
DRIVE,0,0,8,25,17,0,0,50,100.0,3.82
DROVE,0,0,6,30,13,1,0,50,100.0,3.82
FRAME,0,1,6,27,15,1,0,50,100.0,3.82
FROST,0,0,7,27,16,0,0,50,100.0,3.82
HOUND,0,0,8,26,15,1,0,50,100.0,3.82
IRONY,0,2,4,27,17,0,0,50,100.0,3.82
LIVER,0,0,7,28,14,1,0,50,100.0,3.82
MERRY,0,0,8,26,15,1,0,50,100.0,3.82
PICKY,0,1,8,22,19,0,0,50,100.0,3.82
PIETY,0,1,7,25,16,1,0,50,100.0,3.82
PINKY,0,1,8,24,15,2,0,50,100.0,3.82
PLEAT,0,1,6,27,15,1,0,50,100.0,3.82
POUND,0,0,10,22,17,1,0,50,100.0,3.82
PRINT,0,2,4,27,17,0,0,50,100.0,3.82
REALM,0,1,9,22,16,2,0,50,100.0,3.82
REPEL,0,1,10,20,18,0,1,50,100.0,3.82
ROGUE,0,1,8,25,13,3,0,50,100.0,3.82
RUPEE,0,0,12,20,15,3,0,50,100.0,3.82
SAVOR,0,0,6,29,15,0,0,50,100.0,3.82
SLATE,0,0,7,27,16,0,0,50,100.0,3.82
SNORT,0,1,6,27,15,1,0,50,100.0,3.82
SPIKE,0,0,8,25,17,0,0,50,100.0,3.82
SPINE,0,1,8,22,19,0,0,50,100.0,3.82
SPOUT,0,1,6,27,15,1,0,50,100.0,3.82
STEAD,0,0,6,30,13,1,0,50,100.0,3.82
STONE,0,0,6,29,15,0,0,50,100.0,3.82
TABLE,0,0,7,29,12,2,0,50,100.0,3.82
TAKEN,0,0,3,36,10,1,0,50,100.0,3.82
THORN,0,0,8,25,17,0,0,50,100.0,3.82
TRULY,0,2,5,25,18,0,0,50,100.0,3.82
TURBO,0,1,4,31,13,1,0,50,100.0,3.82
VALUE,0,1,6,28,13,2,0,50,100.0,3.82
VAULT,0,0,10,24,13,3,0,50,100.0,3.82
VIDEO,0,1,6,27,15,1,0,50,100.0,3.82
WORSE,0,1,5,29,14,1,0,50,100.0,3.82
WOVEN,0,0,3,35,12,0,0,50,100.0,3.82
ADEPT,0,1,4,32,12,1,0,50,100.0,3.84
ALONE,0,1,4,31,14,0,0,50,100.0,3.84
AMPLE,0,0,7,29,13,1,0,50,100.0,3.84
ARTSY,0,1,5,29,15,0,0,50,100.0,3.84
BADLY,0,2,7,25,14,1,1,50,100.0,3.84
BARGE,0,2,4,29,14,1,0,50,100.0,3.84
BLOND,0,0,6,32,10,2,0,50,100.0,3.84
BOARD,0,0,6,31,12,1,0,50,100.0,3.84
BOAST,0,1,7,26,15,1,0,50,100.0,3.84
BROOM,0,0,12,20,17,0,1,50,100.0,3.84
CARAT,0,1,7,26,15,1,0,50,100.0,3.84
CHART,0,1,7,25,17,0,0,50,100.0,3.84
CURLY,0,2,10,16,22,0,0,50,100.0,3.84
DECAY,0,0,6,30,14,0,0,50,100.0,3.84
DIARY,0,1,7,27,13,2,0,50,100.0,3.84
FERAL,0,2,7,24,15,2,0,50,100.0,3.84
GRIME,0,1,10,20,18,1,0,50,100.0,3.84
HEIST,0,1,6,27,16,0,0,50,100.0,3.84
LATTE,0,0,6,31,12,1,0,50,100.0,3.84
LOVER,0,0,6,30,14,0,0,50,100.0,3.84
LUNAR,0,2,5,27,15,1,0,50,100.0,3.84
MANLY,0,2,5,28,13,2,0,50,100.0,3.84
MINUS,0,3,4,26,16,1,0,50,100.0,3.84
MULCH,0,1,9,22,17,1,0,50,100.0,3.84
PATIO,0,2,5,27,15,1,0,50,100.0,3.84
PORCH,0,0,12,20,17,0,1,50,100.0,3.84
POWER,0,1,7,26,15,1,0,50,100.0,3.84
PREEN,0,1,8,24,16,1,0,50,100.0,3.84
PRONG,0,2,6,24,18,0,0,50,100.0,3.84
PURGE,0,0,9,25,15,1,0,50,100.0,3.84
RAPID,0,2,6,25,16,1,0,50,100.0,3.84
REACT,0,1,8,26,12,3,0,50,100.0,3.84
ROUGE,0,1,8,25,14,2,0,50,100.0,3.84
SCOUT,0,0,10,23,16,1,0,50,100.0,3.84
SHOUT,0,0,9,26,14,0,1,50,100.0,3.84
SKATE,0,0,5,33,11,1,0,50,100.0,3.84
SLEEP,0,1,8,23,18,0,0,50,100.0,3.84
SLUMP,0,1,9,21,19,0,0,50,100.0,3.84
SNARL,0,3,4,26,16,1,0,50,100.0,3.84
SPELL,0,1,6,27,16,0,0,50,100.0,3.84
SPRAY,0,1,10,21,16,2,0,50,100.0,3.84
STOVE,0,0,9,24,17,0,0,50,100.0,3.84
SUAVE,0,1,8,26,12,3,0,50,100.0,3.84
TILDE,0,0,7,29,13,1,0,50,100.0,3.84
TODAY,0,1,7,25,17,0,0,50,100.0,3.84
ULTRA,0,1,4,31,14,0,0,50,100.0,3.84
UPSET,0,0,8,28,12,2,0,50,100.0,3.84
VOTER,0,0,7,29,13,1,0,50,100.0,3.84
WROTE,0,1,5,29,15,0,0,50,100.0,3.84
YEAST,0,0,7,28,15,0,0,50,100.0,3.84
ACTOR,0,1,9,23,16,1,0,50,100.0,3.86
ADOPT,0,1,9,24,14,2,0,50,100.0,3.86
APTLY,0,0,13,18,18,1,0,50,100.0,3.86
ATONE,0,1,4,32,13,0,0,50,100.0,3.86
BERET,0,1,6,29,13,1,0,50,100.0,3.86
BRASH,0,1,6,28,15,0,0,50,100.0,3.86
BRINE,0,0,8,27,15,0,0,50,100.0,3.86
BROAD,0,1,7,27,14,1,0,50,100.0,3.86
CHARD,0,0,9,26,14,1,0,50,100.0,3.86
CIGAR,0,1,8,24,17,0,0,50,100.0,3.86
COMET,0,1,8,24,17,0,0,50,100.0,3.86
CROAK,0,2,7,26,12,3,0,50,100.0,3.86
CRUMB,0,1,9,25,12,3,0,50,100.0,3.86
DECAL,0,0,9,25,16,0,0,50,100.0,3.86
DEPTH,0,0,6,31,13,0,0,50,100.0,3.86
DOPEY,0,0,9,25,16,0,0,50,100.0,3.86
DOWRY,0,1,7,27,14,1,0,50,100.0,3.86
DRAWN,0,1,4,33,11,1,0,50,100.0,3.86
DUVET,0,1,6,30,11,2,0,50,100.0,3.86
FILET,0,1,6,30,11,2,0,50,100.0,3.86
FRONT,0,2,7,23,18,0,0,50,100.0,3.86
GREET,0,2,6,25,17,0,0,50,100.0,3.86
GRIPE,0,1,9,22,18,0,0,50,100.0,3.86
HOMER,0,0,8,27,15,0,0,50,100.0,3.86
HOUSE,0,0,12,22,13,3,0,50,100.0,3.86
LOCUS,0,0,6,32,11,1,0,50,100.0,3.86
LODGE,0,0,10,24,15,1,0,50,100.0,3.86
MATCH,0,2,7,23,18,0,0,50,100.0,3.86
MAYOR,0,1,6,29,13,1,0,50,100.0,3.86
MEALY,0,3,4,27,15,1,0,50,100.0,3.86
MERIT,0,1,7,27,14,1,0,50,100.0,3.86
METER,0,1,4,33,11,1,0,50,100.0,3.86
MINCE,0,3,5,25,16,1,0,50,100.0,3.86
NORTH,0,1,7,27,14,1,0,50,100.0,3.86
OCEAN,0,2,4,30,13,1,0,50,100.0,3.86
OLIVE,0,0,7,29,14,0,0,50,100.0,3.86
OUNCE,0,2,9,20,18,1,0,50,100.0,3.86
OUTER,0,0,8,29,12,0,1,50,100.0,3.86
PARER,0,1,6,29,13,1,0,50,100.0,3.86
PILOT,0,1,9,24,15,0,1,50,100.0,3.86
PINEY,0,0,9,27,12,2,0,50,100.0,3.86
PLAIT,0,2,8,23,15,2,0,50,100.0,3.86
PRIMP,0,1,8,26,13,2,0,50,100.0,3.86
PROBE,0,1,9,23,16,1,0,50,100.0,3.86
RIVET,0,0,7,30,12,1,0,50,100.0,3.86
SCORE,0,1,10,22,15,2,0,50,100.0,3.86
SCORN,0,2,5,28,14,1,0,50,100.0,3.86
SCRAM,0,4,4,26,13,3,0,50,100.0,3.86
SLICE,0,1,7,27,14,1,0,50,100.0,3.86
SPADE,0,0,5,33,12,0,0,50,100.0,3.86
STAKE,0,0,4,36,9,1,0,50,100.0,3.86
STALE,0,0,5,33,12,0,0,50,100.0,3.86
STOUT,0,0,10,23,17,0,0,50,100.0,3.86
TAUNT,0,1,6,29,13,1,0,50,100.0,3.86
THEME,0,0,9,26,14,1,0,50,100.0,3.86
THYME,0,0,8,28,13,1,0,50,100.0,3.86
TITHE,0,1,8,26,13,2,0,50,100.0,3.86
TORSO,0,0,7,30,12,1,0,50,100.0,3.86
TRITE,0,1,6,30,12,0,1,50,100.0,3.86
TWICE,0,1,8,28,10,2,1,50,100.0,3.86
UNMET,0,1,7,27,14,1,0,50,100.0,3.86
VOILA,0,0,9,27,12,2,0,50,100.0,3.86
VOUCH,0,1,9,22,18,0,0,50,100.0,3.86
WRITE,0,1,4,33,11,1,0,50,100.0,3.86
AVERT,0,1,9,24,15,1,0,50,100.0,3.88
BLARE,0,2,8,23,16,1,0,50,100.0,3.88
BORNE,0,1,8,25,16,0,0,50,100.0,3.88
BRAVE,0,0,10,25,14,1,0,50,100.0,3.88
BRIDE,0,0,8,30,10,2,0,50,100.0,3.88
BRINK,0,0,10,25,14,1,0,50,100.0,3.88
BROKE,0,0,8,30,10,2,0,50,100.0,3.88
CAROL,0,2,8,22,18,0,0,50,100.0,3.88
CHAMP,0,1,7,29,11,2,0,50,100.0,3.88
CHANT,0,0,9,26,15,0,0,50,100.0,3.88
CHEST,0,0,10,24,16,0,0,50,100.0,3.88
CHILD,0,2,10,20,16,2,0,50,100.0,3.88
CRUSH,0,1,9,24,15,1,0,50,100.0,3.88
CRUST,0,1,10,22,16,1,0,50,100.0,3.88
DANCE,0,2,7,25,15,1,0,50,100.0,3.88
FLOUT,0,1,7,28,13,1,0,50,100.0,3.88
FOCUS,0,1,7,28,13,1,0,50,100.0,3.88
FORCE,0,1,9,24,15,1,0,50,100.0,3.88
FRAIL,0,1,6,32,9,1,1,50,100.0,3.88
FROCK,0,1,10,23,14,2,0,50,100.0,3.88
FROND,0,1,6,31,10,2,0,50,100.0,3.88
GRIMY,0,0,10,24,16,0,0,50,100.0,3.88
GROUP,0,2,6,26,16,0,0,50,100.0,3.88
GRUEL,0,1,7,28,13,1,0,50,100.0,3.88
HORSE,0,0,9,27,13,1,0,50,100.0,3.88
HOTEL,0,1,7,27,15,0,0,50,100.0,3.88
LAGER,0,2,4,32,10,2,0,50,100.0,3.88
MASSE,0,1,9,24,15,1,0,50,100.0,3.88
MOTOR,0,2,4,30,14,0,0,50,100.0,3.88
NAVEL,0,0,9,29,9,3,0,50,100.0,3.88
NERDY,0,1,8,25,16,0,0,50,100.0,3.88
OLDER,0,0,9,27,13,1,0,50,100.0,3.88
PERCH,0,0,11,23,15,1,0,50,100.0,3.88
RANGE,0,2,3,32,13,0,0,50,100.0,3.88
RAYON,0,1,7,28,13,1,0,50,100.0,3.88
READY,0,0,10,25,14,1,0,50,100.0,3.88
RELIC,0,1,8,25,16,0,0,50,100.0,3.88
RISEN,0,0,9,26,15,0,0,50,100.0,3.88
ROBIN,0,1,6,29,14,0,0,50,100.0,3.88
ROYAL,0,1,8,27,12,2,0,50,100.0,3.88
SCANT,0,1,6,29,14,0,0,50,100.0,3.88
SCOLD,0,0,10,25,14,1,0,50,100.0,3.88
SHAPE,0,1,5,31,13,0,0,50,100.0,3.88
SMILE,0,0,10,25,14,1,0,50,100.0,3.88
SMOKE,0,0,10,24,16,0,0,50,100.0,3.88
SNOUT,0,0,8,28,14,0,0,50,100.0,3.88
SPEAR,0,1,6,30,12,1,0,50,100.0,3.88
SPENT,0,1,8,25,16,0,0,50,100.0,3.88
SPRIG,0,1,10,21,18,0,0,50,100.0,3.88
STOLE,0,1,4,33,12,0,0,50,100.0,3.88
STONY,0,1,10,23,14,2,0,50,100.0,3.88
SURLY,0,1,9,24,15,1,0,50,100.0,3.88
THERE,0,0,5,34,11,0,0,50,100.0,3.88
THIRD,0,0,8,28,14,0,0,50,100.0,3.88
TIPSY,0,2,6,26,16,0,0,50,100.0,3.88
TONIC,0,1,7,28,13,1,0,50,100.0,3.88
TOUCH,0,0,11,22,17,0,0,50,100.0,3.88
TOWEL,0,1,6,30,12,1,0,50,100.0,3.88
VISOR,0,0,10,25,14,1,0,50,100.0,3.88
YIELD,0,0,12,21,16,1,0,50,100.0,3.88
ACORN,0,3,5,28,12,2,0,50,100.0,3.9
ADORE,0,0,9,29,11,0,1,50,100.0,3.9
AGENT,0,0,8,29,13,0,0,50,100.0,3.9
ALTER,0,1,7,28,14,0,0,50,100.0,3.9
AUDIT,0,1,10,23,15,1,0,50,100.0,3.9
BEAST,0,0,10,26,13,1,0,50,100.0,3.9
BEAUT,0,1,6,32,9,2,0,50,100.0,3.9
BERTH,0,1,8,26,15,0,0,50,100.0,3.9
BREAK,0,0,7,32,10,1,0,50,100.0,3.9
BROTH,0,1,7,28,14,0,0,50,100.0,3.9
CHARM,0,3,8,22,15,2,0,50,100.0,3.9
CHEAP,0,0,11,25,12,2,0,50,100.0,3.9
CLEAR,0,1,7,28,14,0,0,50,100.0,3.9
CLONE,0,1,9,24,16,0,0,50,100.0,3.9
CLOVE,0,0,9,27,14,0,0,50,100.0,3.9
CRAWL,0,2,5,29,14,0,0,50,100.0,3.9
CROSS,0,1,11,21,16,1,0,50,100.0,3.9
DEATH,0,0,3,39,8,0,0,50,100.0,3.9
DINER,0,1,8,27,13,1,0,50,100.0,3.9
DITTO,0,1,9,27,10,3,0,50,100.0,3.9
DRAFT,0,0,8,29,13,0,0,50,100.0,3.9
DRAIN,0,0,8,29,13,0,0,50,100.0,3.9
DROOL,0,1,10,22,17,0,0,50,100.0,3.9
EMPTY,0,2,7,26,14,1,0,50,100.0,3.9
FACET,0,1,6,31,11,1,0,50,100.0,3.9
FAINT,0,1,7,29,12,1,0,50,100.0,3.9
FAULT,0,1,7,28,14,0,0,50,100.0,3.9
FEAST,0,0,7,31,12,0,0,50,100.0,3.9
FOCAL,0,1,9,25,14,1,0,50,100.0,3.9
FORTE,0,1,6,30,13,0,0,50,100.0,3.9
GAMUT,0,2,5,29,14,0,0,50,100.0,3.9
GIANT,0,2,8,23,17,0,0,50,100.0,3.9
GRADE,0,1,10,24,13,2,0,50,100.0,3.9
GRATE,0,3,5,26,16,0,0,50,100.0,3.9
GROOM,0,0,11,25,12,2,0,50,100.0,3.9
HALVE,0,1,8,27,13,1,0,50,100.0,3.9
INTER,0,1,5,32,12,0,0,50,100.0,3.9
MAJOR,0,1,5,33,10,1,0,50,100.0,3.9
MASON,0,1,8,26,15,0,0,50,100.0,3.9
METRO,0,1,7,28,14,0,0,50,100.0,3.9
MINER,0,2,8,23,17,0,0,50,100.0,3.9
MUSTY,0,2,6,29,12,0,1,50,100.0,3.9
NOBLE,0,1,8,27,13,1,0,50,100.0,3.9
ONSET,0,1,7,28,14,0,0,50,100.0,3.9
PANIC,0,1,8,28,12,0,1,50,100.0,3.9
PATTY,0,1,11,22,15,0,1,50,100.0,3.9
PHONY,0,1,9,25,14,1,0,50,100.0,3.9
PIANO,0,1,8,27,13,1,0,50,100.0,3.9
PIOUS,0,1,10,22,17,0,0,50,100.0,3.9
POLKA,0,1,10,24,13,2,0,50,100.0,3.9
REGAL,0,2,8,24,15,1,0,50,100.0,3.9
RIDGE,0,1,7,28,14,0,0,50,100.0,3.9
ROWER,0,0,8,31,9,2,0,50,100.0,3.9
SCARE,0,1,7,28,14,0,0,50,100.0,3.9
SCENT,0,2,7,25,16,0,0,50,100.0,3.9
SEDAN,0,1,7,29,12,1,0,50,100.0,3.9
SEVER,0,0,6,34,9,1,0,50,100.0,3.9
SHARD,0,0,10,26,13,1,0,50,100.0,3.9
SHARE,0,0,10,25,15,0,0,50,100.0,3.9
SHOVE,0,0,9,28,12,1,0,50,100.0,3.9
SLEEK,0,1,6,30,13,0,0,50,100.0,3.9
SMELT,0,1,10,23,15,1,0,50,100.0,3.9
SPEAK,0,0,5,35,10,0,0,50,100.0,3.9
SPECK,0,1,7,28,14,0,0,50,100.0,3.9
STAIN,0,1,7,28,14,0,0,50,100.0,3.9
STEAM,0,1,11,22,14,2,0,50,100.0,3.9
STOMP,0,1,9,25,14,1,0,50,100.0,3.9
STRAP,0,0,6,34,9,1,0,50,100.0,3.9
TERSE,0,0,9,28,12,1,0,50,100.0,3.9
